Card ID,Non-Foil,Foil,Hyperspace,F-Hyperspace,Playset,Total,Tradeable,Missing,Rarity,Unique,Aspect(s),Unnamed: 12,Card Name,Cost,Power,HP,Arena,Keyword(s),Type(s),Trait(s),Restricted,Banned,Errata,SET NAME,SPARK OF REBELLION,Source_Sheet,Pilot HP,Legends of the Force
135,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Villainy,Emperor Palpatine,8.0,6.0,6.0,Ground,Overwhelm,Unit,"Force, Imperial, Sith, Official",nan,nan,nan,nan,nan,SOR,,
136,nan,nan,nan,nan,nan,0,NO,3,S,nan,Aggression,Villainy,Vader's Lightsaber,2.0,3.0,1.0,nan,nan,Upgrade,"Item, Weapon, Lightsaber",nan,nan,nan,nan,nan,SOR,,
137,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Villainy,Fallen Lightsaber,3.0,3.0,3.0,nan,nan,Upgrade,"Item, Weapon, Lightsaber",nan,nan,nan,nan,nan,SOR,,
138,nan,nan,nan,nan,nan,0,NO,3,L,nan,Aggression,Villainy,Force Lightning,1.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,nan,SOR,,
139,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,Villainy,Force Choke,2.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,nan,SOR,,
140,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,Heroism,SpecForce Soldier,1.0,2.0,2.0,Ground,nan,Unit,"Rebel, Trooper",nan,nan,nan,nan,nan,SOR,,
141,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,Heroism,Green Squadron A-Wing,2.0,1.0,3.0,Space,Raid 2,Unit,"Rebel, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
142,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,Heroism,Sabine Wren,2.0,2.0,3.0,Ground,nan,Unit,"Mandalorian, Rebel, Spectre",nan,nan,nan,nan,nan,SOR,,
143,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,Heroism,Fighters for Freedom,3.0,3.0,4.0,Ground,Saboteur,Unit,"Rebel, Trooper",nan,nan,nan,nan,nan,SOR,,
144,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Heroism,Red Three,3.0,2.0,3.0,Space,Raid 1,Unit,"Rebel, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
145,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Heroism,K-2SO,4.0,4.0,4.0,Ground,Overwhelm,Unit,"Rebel, Droid",nan,nan,nan,nan,nan,SOR,,
146,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,Heroism,Zeb Orrelios,5.0,5.0,5.0,Ground,nan,Unit,"Rebel, Spectre",nan,nan,nan,nan,nan,SOR,,
147,nan,nan,nan,nan,nan,0,NO,3,L,nan,Aggression,Heroism,Black One,6.0,4.0,4.0,Space,nan,Unit,"Resistance, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
148,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,Heroism,Guerilla Attack Pod,6.0,4.0,6.0,Ground,Grit,Unit,"Rebel, Vehicle, Walker",nan,nan,nan,nan,nan,SOR,,
149,nan,nan,nan,nan,nan,0,NO,3,L,nan,Aggression,Heroism,Mace Windu,7.0,5.0,7.0,Ground,Ambush,Unit,"Force, Jedi, Republic",nan,nan,nan,nan,nan,SOR,,
150,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Heroism,Heroic Sacrifice,1.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
151,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,Heroism,Karabast,2.0,nan,nan,nan,nan,Event,Spectre,nan,nan,nan,nan,nan,SOR,,
152,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Heroism,For a Cause I Believe In,3.0,nan,nan,nan,nan,Event,Innate,nan,nan,nan,nan,nan,SOR,,
153,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Aggression,Saw Gerrera,4.0,5.0,4.0,Ground,nan,Unit,Rebel,nan,nan,nan,nan,nan,SOR,,
154,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,Aggression,Rallying Cry,3.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
155,nan,nan,nan,nan,nan,0,NO,3,L,nan,Aggression,Aggression,Aggression,4.0,nan,nan,nan,nan,Event,Innate,nan,nan,nan,nan,nan,SOR,,
156,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,"Benthic ""Two Tubes""",1.0,2.0,2.0,Ground,nan,Unit,"Rebel, Trooper",nan,nan,nan,nan,nan,SOR,,
157,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Cantina Braggart,1.0,0.0,3.0,Ground,Raid 2,Unit,Underworld,nan,nan,nan,nan,nan,SOR,,
158,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Jedha Agitator,2.0,2.0,1.0,Ground,Saboteur,Unit,Rebel,nan,nan,nan,nan,nan,SOR,,
159,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Partisan Insurgent,2.0,1.0,4.0,Ground,nan,Unit,"Rebel, Trooper",nan,nan,nan,nan,nan,SOR,,
160,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,nan,Wolffe,2.0,3.0,2.0,Ground,Saboteur,Unit,"Fringe, Clone",nan,nan,nan,nan,nan,SOR,,
161,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Ardent Sympathizer,3.0,3.0,3.0,Ground,nan,Unit,Trooper,nan,nan,nan,nan,nan,SOR,,
162,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Disabling Fang Fighter,3.0,3.0,2.0,Space,nan,Unit,"Mandalorian, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
163,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,Star Wing Scout,3.0,4.0,1.0,Space,nan,Unit,"Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
164,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Wampa,4.0,4.0,5.0,Ground,Overwhelm,Unit,Creature,nan,nan,nan,nan,nan,SOR,,
165,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Occupier Siege Tank,5.0,5.0,4.0,Ground,Grit,Unit,"Imperial, Vehicle, Tank",nan,nan,nan,nan,nan,SOR,,
166,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Infiltrator's Skill,1.0,1.0,1.0,nan,nan,Upgrade,Learned,nan,nan,nan,nan,nan,SOR,,
167,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,Force Throw,1.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,nan,SOR,,
168,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Precision Fire,1.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
169,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Keep Fighting,2.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
170,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,Power Failure,2.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
171,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Mission Briefing,3.0,nan,nan,nan,nan,Event,Plan,nan,nan,nan,nan,nan,SOR,,
172,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Open Fire,3.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
173,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,nan,Bombing Run,5.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
174,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,nan,Smoke and Cinders,5.0,nan,nan,nan,nan,Event,Disaster,nan,nan,nan,nan,nan,SOR,,
175,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,Forced Surrender,6.0,nan,nan,nan,nan,Event,Plan,nan,nan,nan,nan,nan,SOR,,
176,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Villainy,ISB Agent,1.0,1.0,3.0,Ground,nan,Unit,Imperial,nan,nan,nan,nan,nan,SOR,,
177,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Villainy,Bib Fortuna,2.0,1.0,3.0,Ground,Shielded,Unit,"Underworld, Twi'lek",nan,nan,nan,nan,nan,SOR,,
178,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Villainy,Cartel Spacer,2.0,2.0,3.0,Space,nan,Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
179,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,Villainy,Boba Fett,3.0,3.0,5.0,Ground,nan,Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SOR,,
180,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Villainy,Seventh Fleet Defender,3.0,3.0,2.0,Ground,Shielded,Unit,"Imperial, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
181,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Villainy,Jabba the Hutt,4.0,2.0,8.0,Ground,nan,Unit,"Underworld, Hutt",nan,nan,nan,nan,nan,SOR,,
182,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Villainy,Bossk,5.0,4.0,5.0,Ground,Ambush,Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SOR,,
183,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Villainy,Bounty Hunter Crew,6.0,4.0,4.0,Ground,Ambush,Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SOR,,
184,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Villainy,Fett's Firespray,6.0,5.0,6.0,Space,nan,Unit,"Underworld, Vehicle, Transport",nan,nan,nan,nan,nan,SOR,,
185,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Villainy,Chimaera,8.0,8.0,7.0,Space,Shielded,Unit,"Imperial, Vehicle, Capital Ship",nan,nan,nan,nan,nan,SOR,,
186,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Villainy,No Good to Me Dead,2.0,nan,nan,nan,nan,Event,Plan,nan,nan,nan,nan,nan,SOR,,
187,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Villainy,I Had No Choice,7.0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SOR,,
188,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Chopper,1.0,1.0,3.0,Ground,nan,Unit,"Rebel, Droid, Spectre",nan,nan,nan,nan,nan,SOR,,
189,nan,nan,nan,nan,nan,0,NO,3,S,nan,Cunning,Heroism,Leia Organa,2.0,2.0,2.0,Ground,nan,Unit,"Rebel, Official",nan,nan,nan,nan,nan,SOR,,
190,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,Lothal Insurgent,2.0,3.0,2.0,Ground,nan,Unit,Rebel,nan,nan,nan,nan,nan,SOR,,
191,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,Vanguard Ace,2.0,1.0,1.0,Space,nan,Unit,"New Republic, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
192,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,Ezra Bridger,3.0,3.0,4.0,Ground,nan,Unit,"Force, Rebel, Spectre",nan,nan,nan,nan,nan,SOR,,
193,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,Heroism,Millennium Falcon,3.0,3.0,4.0,Space,nan,Unit,"Underworld, Vehicle, Transport",nan,nan,nan,nan,nan,SOR,,
194,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,Rogue Operative,3.0,2.0,4.0,Ground,"Saboteur, Raid 2",Unit,"Rebel, Trooper",nan,nan,nan,nan,nan,SOR,,
195,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,Auzituck Liberator Gunship,4.0,3.0,4.0,Space,Amush,Unit,"Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
196,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,Chewbacca,5.0,3.0,6.0,Ground,Sentinel,Unit,"Underworld, Wookiee",nan,nan,nan,nan,nan,SOR,,
197,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Lando Calrissian,6.0,5.0,5.0,Ground,Saboteur,Unit,"Fringe, Official",nan,nan,nan,nan,nan,SOR,,
198,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Han Solo,7.0,6.0,6.0,Ground,Amush,Unit,Underworld,nan,nan,nan,nan,nan,SOR,,
199,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,Bamboozle,2.0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SOR,,
200,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Spark of Rebellion,2.0,nan,nan,nan,nan,Event,Spectre,nan,nan,nan,nan,nan,SOR,,
201,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Cunning,Bodhi Rook,3.0,3.0,3.0,Ground,nan,Unit,"Imperial, Rebel",nan,nan,nan,nan,nan,SOR,,
202,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Cunning,Cantina Bouncer,5.0,3.0,5.0,Ground,nan,Unit,Fringe,nan,nan,nan,nan,nan,SOR,,
203,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,Cunning,Cunning,4.0,nan,nan,nan,nan,Event,Innate,nan,nan,nan,nan,nan,SOR,,
204,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Greedo,1.0,3.0,1.0,Ground,nan,Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SOR,,
205,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Jawa Scavenger,1.0,2.0,1.0,Ground,Saboteur,Unit,"Fringe, Jawa",nan,nan,nan,nan,nan,SOR,,
206,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Mining Guild TIE Fighter,1.0,1.0,2.0,Space,nan,Unit,"Fringe, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
207,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Crafty Smuggler,2.0,2.0,2.0,Ground,Shielded,Unit,Underworld,nan,nan,nan,nan,nan,SOR,,
208,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Outer Rim Headhunter,2.0,1.0,3.0,Space,Raid 1,Unit,"Fringe, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
209,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Pirated Starfighter,2.0,2.0,4.0,Space,Raid 1,Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
210,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Swoop Racer,3.0,4.0,3.0,Ground,nan,Unit,Fringe,nan,nan,nan,nan,nan,SOR,,
211,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Gamorrean Guards,4.0,4.0,4.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SOR,,
212,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Strafing Gunship,4.0,3.0,4.0,Space,nan,Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
213,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Syndicate Lackeys,5.0,5.0,4.0,Ground,Ambush,Unit,Underworld,nan,nan,nan,nan,nan,SOR,,
214,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Smuggling Compartment,1.0,1.0,1.0,nan,nan,Upgrade,Modification,nan,nan,nan,nan,nan,SOR,,
215,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Snapshot Reflexes,1.0,1.0,1.0,nan,nan,Upgrade,Learned,nan,nan,nan,nan,nan,SOR,,
216,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Disarm,1.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
217,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Shoot First,1.0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SOR,,
218,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Asteroid Sanctuary,2.0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SOR,,
219,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Sneak Attack,2.0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SOR,,
220,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Surprise Strike,2.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
221,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Outmaneuver,3.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SOR,,
222,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Waylay,3.0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SOR,,
223,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Don't Get Cocky,4.0,nan,nan,nan,nan,Event,Gambit,nan,nan,nan,nan,nan,SOR,,
224,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,nan,Change of Heart,6.0,nan,nan,nan,nan,Event,Gambit,nan,nan,nan,nan,nan,SOR,,
225,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,TIE/ln Fighter,1.0,2.0,1.0,Space,nan,Unit,"Imperial, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
226,nan,nan,nan,nan,nan,0,NO,3,S,nan,Villainy,nan,Admiral Motti,2.0,1.0,1.0,Ground,nan,Unit,"Imperial, Official",nan,nan,nan,nan,nan,SOR,,
227,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Snowtrooper Lieutenant,2.0,2.0,2.0,Ground,nan,Unit,"Imperial, Trooper",nan,nan,nan,nan,nan,SOR,,
228,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Viper Probe Droid,2.0,3.0,2.0,Ground,nan,Unit,"Imperial, Droid",nan,nan,nan,nan,nan,SOR,,
229,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Cell Block Guard,3.0,3.0,3.0,Ground,Sentinel,Unit,"Imperial, Trooper",nan,nan,nan,nan,nan,SOR,,
230,nan,nan,nan,nan,nan,0,NO,3,U,nan,Villainy,nan,General Veers,3.0,3.0,3.0,Ground,nan,Unit,"Imperial, Official",nan,nan,nan,nan,nan,SOR,,
231,nan,nan,nan,nan,nan,0,NO,3,U,nan,Villainy,nan,TIE Advanced,4.0,3.0,2.0,Space,nan,Unit,"Imperial, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
232,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,AT-ST,6.0,6.0,7.0,Ground,Overwhelm,Unit,"Imperial, Vehicle, Walker",nan,nan,nan,nan,nan,SOR,,
233,nan,nan,nan,nan,nan,0,NO,3,S,nan,Villainy,nan,I Am Your Father,3.0,nan,nan,nan,nan,Event,Gambit,nan,nan,nan,nan,nan,SOR,,
234,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Maximum Firepower,4.0,nan,nan,nan,nan,Event,"Imperial, Tactic",nan,nan,nan,nan,nan,SOR,,
235,nan,nan,nan,nan,nan,0,NO,3,R,nan,Villainy,nan,Galactic Ambition,7.0,nan,nan,nan,nan,Event,Innate,nan,nan,nan,nan,nan,SOR,,
236,nan,nan,nan,nan,nan,0,NO,3,S,nan,Heroism,nan,R2-D2,1.0,1.0,4.0,Ground,nan,Unit,"Rebel, Droid",nan,nan,nan,nan,nan,SOR,,
237,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Alliance X-Wing,2.0,2.0,3.0,Space,nan,Unit,"Rebel, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
238,nan,nan,nan,nan,nan,0,NO,3,S,nan,Heroism,nan,C-3PO,2.0,1.0,4.0,Ground,nan,Unit,"Rebel, Droid",nan,nan,nan,nan,nan,SOR,,
239,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Rebel Pathfinder,2.0,2.0,3.0,Ground,Saboteur,Unit,"Rebel, Trooper",nan,nan,nan,nan,nan,SOR,,
240,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Fleet Lieutenant,3.0,3.0,3.0,Ground,nan,Unit,"Rebel, Trooper",nan,nan,nan,nan,nan,SOR,,
241,nan,nan,nan,nan,nan,0,NO,3,U,nan,Heroism,nan,Wing Leader,3.0,2.0,1.0,Space,nan,Unit,"Rebel, Vehicle, Fighter",nan,nan,nan,nan,nan,SOR,,
242,nan,nan,nan,nan,nan,0,NO,3,U,nan,Heroism,nan,General Dodonna,4.0,4.0,4.0,Ground,nan,Unit,"Rebel, Official",nan,nan,nan,nan,nan,SOR,,
243,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Regional Sympathizers,4.0,3.0,4.0,Ground,Restore 2,Unit,Rebel,nan,nan,nan,nan,nan,SOR,,
244,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Snowspeeder,5.0,3.0,6.0,Ground,Ambush,Unit,"Rebel, Vehicle, Speeder",nan,nan,nan,nan,nan,SOR,,
245,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Medal Ceremony,0.0,nan,nan,nan,nan,Event,Rebel,nan,nan,nan,nan,nan,SOR,,
246,nan,nan,nan,nan,nan,0,NO,3,R,nan,Heroism,nan,You're My Only Hope,3.0,nan,nan,nan,nan,Event,Gambit,nan,nan,nan,nan,nan,SOR,,
247,nan,nan,nan,nan,nan,0,NO,3,C,nan,nan,nan,Underworld Thug,2.0,2.0,3.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SOR,,
248,nan,nan,nan,nan,nan,0,NO,3,C,nan,nan,nan,Volunteer Soldier,3.0,2.0,3.0,Ground,Raid 1,Unit,Trooper,nan,nan,nan,nan,nan,SOR,,
249,nan,nan,nan,nan,nan,0,NO,3,C,nan,nan,nan,Frontier AT-RT,4.0,3.0,5.0,Ground,nan,Unit,"Vehicle, Walker",nan,nan,nan,nan,nan,SOR,,
250,nan,nan,nan,nan,nan,0,NO,3,C,nan,nan,nan,Corellian Freighter,5.0,4.0,4.0,Space,Sentinel,Unit,"Vehicle, Transport",nan,nan,nan,nan,nan,SOR,,
251,nan,nan,nan,nan,nan,0,NO,3,C,nan,nan,nan,Confiscate,1.0,nan,nan,nan,nan,Event,Law,nan,nan,nan,nan,nan,SOR,,
252,nan,nan,nan,nan,nan,0,NO,3,C,nan,nan,nan,Restock,1.0,nan,nan,nan,nan,Event,Supply,nan,nan,nan,nan,nan,SOR,,
Token,nan,nan,nan,nan,✓,0,0,0,H,nan,nan,nan,Shield,0.0,0.0,0.0,nan,nan,Token Upgrade,Armor,nan,nan,nan,nan,nan,SOR,,
Token,nan,nan,nan,nan,✓,0,0,0,H,nan,nan,nan,Experience,0.0,1.0,1.0,nan,nan,Token Upgrade,Learned,nan,nan,nan,nan,nan,SOR,,
001,nan,nan,nan,nan,nan,C,NO,1,nan,nan,Vigilance,Villainy,Gar Saxon,6,4.0,7.0,Ground,nan,"Leader, Leader Unit","Imperial, Mandalorian, Official",nan,nan,nan,Highlight Missing Cards,False,SHD,,
002,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,Villainy,Qi'ra,5,0.0,8.0,Ground,Grit,"Leader, Leader Unit",Underworld,nan,nan,nan,"C = Common
U = Uncommon
R = Rare ","S = Special
L = Legendary",SHD,,
003,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,Heroism,Finn,5,4.0,6.0,Ground,nan,"Leader, Leader Unit","Fringe, Trooper",nan,nan,nan,"H = Hyperspace
SC = Showcase",nan,SHD,,
004,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Heroism,Rey,6,2.0,6.0,Ground,Restore,"Leader, Leader Unit","Force, Fringe",nan,nan,nan,Cards needed for a Playset,712,SHD,,
005,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Heroism,Hondo Ohnaka,6,3.0,7.0,Ground,"Smuggle, Raid","Leader, Leader Unit",Underworld,nan,nan,nan,"(Only 1x of Leaders, Base, and SCs)",nan,SHD,,
006,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,Villainy,Jabba the Hutt,7,2.0,12.0,Ground,Bounty,"Leader, Leader Unit","Underworld, Hutt",nan,nan,nan,Total Numbers of cards:,Cards to Complete Set,SHD,,
007,nan,nan,nan,nan,nan,0,NO,1,S,nan,Command,Villainy,Moff Gideon,5,3.0,6.0,Ground,Overwhelm,"Leader, Leader Unit","Imperial, Official",nan,nan,nan,0,9,SHD,,
008,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,Heroism,Boba Fett,6,4.0,7.0,Ground,nan,"Leader, Leader Unit",Underworld,nan,nan,nan,Short of Playsets,Percentage Complete:,SHD,,
009,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,Heroism,Hunter,7,5.0,8.0,Ground,Overwhelm,"Leader, Leader Unit","Fringe, Clone",nan,nan,nan,703,0.01264044944,SHD,,
010,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,Villainy,Bossk,5,4.0,6.0,Ground,Bounty,"Leader, Leader Unit","Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SHD,,
011,nan,nan,nan,nan,nan,0,NO,1,R,nan,Aggression,Villainy,Kylo Ren,4,5.0,4.0,Ground,nan,"Leader, Leader Unit","Force, First Order",nan,nan,nan,nan,nan,SHD,,
012,nan,nan,nan,nan,nan,0,NO,1,R,nan,Aggression,Heroism,Bo-Katan Kryze,6,4.0,7.0,Ground,nan,"Leader, Leader Unit",Mandalorian,nan,nan,nan,nan,nan,SHD,,
013,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,Heroism,Han Solo,5,3.0,6.0,Ground,nan,"Leader, Leader Unit",Underworld,nan,nan,nan,nan,nan,SHD,,
014,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,Villainy,Cad Bane,6,2.0,8.0,Ground,Raid,"Leader, Leader Unit","Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SHD,,
015,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,Villainy,Doctor Aphra,5,2.0,5.0,Ground,nan,"Leader, Leader Unit",Fringe,nan,nan,nan,nan,nan,SHD,,
016,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,Heroism,Fennec Shand,5,4.0,4.0,Ground,"Ambush, Saboteur","Leader, Leader Unit",Underworld,nan,nan,nan,nan,nan,SHD,,
017,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,Heroism,Lando Calrissian,4,2.0,5.0,Ground,Smuggle,"Leader, Leader Unit",Underworld,nan,nan,nan,nan,nan,SHD,,
